   1   3   6   7  10  12    1.00000000000E+00  -2.30698929278E+02   1.98349429071E-02
   2   4   5   8   9  11   -1.00000000000E+00  -2.30698929278E+02   1.98349429071E-02
   2   3   5   8   9  12    4.36658112615E-01  -2.30701213171E+02   4.55791865985E-02
   1   4   5   8  10  11    4.36658112107E-01  -2.30701213171E+02   4.55791863999E-02
   2   4   5   7  10  11    4.36658106748E-01  -2.30701213174E+02   4.55791868766E-02
   2   3   6   8   9  11    4.36658106234E-01  -2.30701213174E+02   4.55791873661E-02
   1   4   6   7  10  11   -4.36658112615E-01  -2.30701213171E+02   4.55791865985E-02
   2   3   6   7   9  12   -4.36658112107E-01  -2.30701213171E+02   4.55791863999E-02
   1   3   6   8   9  12   -4.36658106748E-01  -2.30701213174E+02   4.55791868766E-02
   1   4   5   7  10  12   -4.36658106234E-01  -2.30701213174E+02   4.55791873661E-02
   2   3   5   7  10  12   -4.38847963735E-01  -2.30698589097E+02   4.54109132372E-02
   1   3   6   8  10  11   -4.38847963244E-01  -2.30698589097E+02   4.54109129205E-02
   1   4   6   8   9  11    4.38847963735E-01  -2.30698589097E+02   4.54109132372E-02
   2   4   5   7   9  12    4.38847963244E-01  -2.30698589097E+02   4.54109129205E-02
   1   2   3   6   7  12   -4.22789137244E-01  -2.30698443142E+02   4.40051180866E-02
   1   3   6   7   8  12   -4.22789130153E-01  -2.30698443146E+02   4.40051192710E-02
   1   2   4   5   8  11   -4.22789137244E-01  -2.30698443142E+02   4.40051180866E-02
   2   4   5   7   8  11   -4.22789130153E-01  -2.30698443146E+02   4.40051192710E-02
   1   6   7  10  11  12   -4.22789122152E-01  -2.30698443148E+02   4.40051203984E-02
   1   5   6   7  10  12   -4.22789118715E-01  -2.30698443149E+02   4.40051214358E-02
   2   5   8   9  11  12   -4.22789122152E-01  -2.30698443148E+02   4.40051203984E-02
   2   5   6   8   9  11   -4.22789118715E-01  -2.30698443149E+02   4.40051214358E-02
   2   3   4   5   8   9   -4.22747560555E-01  -2.30698572044E+02   4.39806391550E-02
   2   3   4   8   9  11   -4.22747558113E-01  -2.30698572045E+02   4.39806398668E-02
   1   3   4   6   7  10   -4.22747560555E-01  -2.30698572044E+02   4.39806391550E-02
   1   3   4   7  10  12   -4.22747558113E-01  -2.30698572045E+02   4.39806398668E-02
   2   4   5   9  10  11   -4.22747547263E-01  -2.30698572048E+02   4.39806410740E-02
   4   5   8   9  10  11   -4.22747544986E-01  -2.30698572050E+02   4.39806412245E-02
   1   3   6   9  10  12   -4.22747547263E-01  -2.30698572048E+02   4.39806410740E-02
   3   6   7   9  10  12   -4.22747544986E-01  -2.30698572050E+02   4.39806412245E-02
   1   2   3   7  10  12    4.22648123475E-01  -2.30699499263E+02   4.40443553263E-02
   1   3   6  10  11  12    4.22648118642E-01  -2.30699499268E+02   4.40443555021E-02
   1   3   6   7   8  10    4.22648118009E-01  -2.30699499263E+02   4.40443558147E-02
   3   5   6   7  10  12    4.22648113575E-01  -2.30699499269E+02   4.40443565836E-02
   1   2   4   8   9  11    4.22648123475E-01  -2.30699499263E+02   4.40443553263E-02
   2   4   5   9  11  12    4.22648118642E-01  -2.30699499268E+02   4.40443555021E-02
   2   4   5   7   8   9    4.22648118009E-01  -2.30699499263E+02   4.40443558147E-02
   4   5   6   8   9  11    4.22648113575E-01  -2.30699499269E+02   4.40443565836E-02
   1   2   3   4   7   8   -3.46558139615E-01  -2.30699264134E+02   3.88407152925E-02
   5   6   9  10  11  12   -3.46558121468E-01  -2.30699264145E+02   3.88407153193E-02
   1   2   3   7   8  12   -2.78946039747E-01  -2.30701039822E+02   5.86888329920E-02
   1   2   3   6   7   8    2.78946037661E-01  -2.30701039824E+02   5.86888332403E-02
   1   2   4   7   8  11    2.78946039747E-01  -2.30701039822E+02   5.86888329920E-02
   1   2   4   5   7   8   -2.78946037661E-01  -2.30701039824E+02   5.86888332403E-02
   1   5   6  10  11  12   -2.78946035300E-01  -2.30701039825E+02   5.86888289654E-02
   2   5   6   9  11  12    2.78946035300E-01  -2.30701039825E+02   5.86888289654E-02
